token,item,variation,sku,field,old,new,reason
QKH3ZFS726D4CLKRB72BDSWY,MANGO LASSI SMALL,Regular,333850,GTIN,,03338506,scanner sends the 8-digit code
VH3GB7QVOM5IC4A74N6LCRHG,MANGO MOOSE,Regular,568400,GTIN,,05684009,scanner sends the 8-digit code
JZKXKU25U2LSO7CYNZNFVPMK,MANGO MOOSE,Regular (2),313800,GTIN,,03138007,scanner sends the 8-digit code
WBFXX6BOWZTI6UIOL4OD577S,MANGO MOOSE,Regular (3),888888,GTIN,,08888884,scanner sends the 8-digit code
MBJXFVTIQKXLHKRTZXBG6F3E,MANGO MOOSE BIG,Regular,313900,GTIN,,03139006,scanner sends the 8-digit code
ULI4OZ2SED6XOIR4OHV7N2O2,MANGO MOOSE SMALL,Regular,931300,GTIN,,09313006,scanner sends the 8-digit code
3JCWKHZRPRHZJLUCYRPWXRIY,MANGO MOOSE SMALL,Regular (2),454355,GTIN,,04543558,scanner sends the 8-digit code
NDCNJSIL2CQ5HS4RCTUVDS3J,MANGO MOUSSE,Regular,214321,GTIN,,02143213,scanner sends the 8-digit code
3TQIE2D4CG63VYTTGRVQLDC6,MANGO MOUSSE SML,Regular,588800,GTIN,,05888009,scanner sends the 8-digit code
MDUCDSVYKL6KLZG7PRM757J5,MASALA GUR,8OZ,452180,GTIN,,04521800,scanner sends the 8-digit code
NTIAERGINKGAVXVAY6UPLQPG,MASALA IDLI,5PCS,306200,GTIN,,03062007,scanner sends the 8-digit code
A7S77RNZBTPQX7ZSFNMAGCMB,MASHROOM,Regular,314900,GTIN,,03149003,scanner sends the 8-digit code
AU6NIETZRANWKSBXRQK3GGRQ,MASOOR DAL,8 LB,309300,GTIN,,03093007,scanner sends the 8-digit code
2H7DKOMHWJI5PHIK5HMFUDWP,MASOOR DAL,2 LB,309400,GTIN,,03094006,scanner sends the 8-digit code
Q54VESTSZ3XOSLFTDPDYASNH,MASOOR DAL,4 LB,309200,GTIN,,03092008,scanner sends the 8-digit code
M2OYYLAFZVGIOQ5ZZITJBNB2,MASOOR DAL SPLIT,2LB,200210,GTIN,,02002103,scanner sends the 8-digit code
UO7556L34ZBPPIO6H4NXXOOV,MASOOR DAL SPLIT,4LBS,200200,GTIN,,02002006,scanner sends the 8-digit code
LMOAH5FB2FGTWGWGZS26MFEX,MASOOR GOTA,4LB,309100,GTIN,,03091009,scanner sends the 8-digit code
UENAV4RRPQOGQZP7TIN3RVVT,MASOOR GOTA,2LB,309000,GTIN,,03090000,scanner sends the 8-digit code
RZBINH4MN63PHLEPJPA4GV74,MASOOR WHOLE,8 LB,559400,GTIN,,05594009,scanner sends the 8-digit code
Q7B3DL6SOKDSJ76BN6KHFXWO,MATHI,3PCS,141641,GTIN,,01416415,scanner sends the 8-digit code
CKBDWKAO6ZJWGOAG7SYNQA7G,MATTAR MAKHANA,Regular,610900,GTIN,,06109002,scanner sends the 8-digit code
5JMDQMSP46YH2CY2M6WUCY7X,MATTAR MUSHROOM,Regular,608900,GTIN,,06089001,scanner sends the 8-digit code
DRGNZS3FZCBN5CHJUBHFRGKU,MATTAR PANEER,Regular,313200,GTIN,,03132003,scanner sends the 8-digit code
FA652U653RISR2QSO5NS53DP,MATTAR SOYA WADI,Regular,403000,GTIN,,04030007,scanner sends the 8-digit code
LCNSJU3NHEV5WP77NNC5HOIZ,MAYA COCNUT FLAKES,1LB,302600,GTIN,,03026005,scanner sends the 8-digit code
Y3ID3Q7K3EPQWVM4WG7HGH4N,MAYA FATKADI,100GM,304400,GTIN,,03044001,scanner sends the 8-digit code
GDVEXPLM3VFY5VA6O6FIEXTC,MAYA PEANUT BLANCHET,1LB,305500,GTIN,,03055007,scanner sends the 8-digit code
BJ42OPBQNI4CA5P6QJIOECSS,MAYA PHOOL MAKHANA,100GM,303000,GTIN,,03030008,scanner sends the 8-digit code
HHRFXJFMQPUMB7R2ZI4EVYGE,MAYA SOYA WADI,1 LB,565600,GTIN,,05656006,scanner sends the 8-digit code
XLZ5OFRSBLGBFVBOISC4H4JL,MAYA YELLOW BROWN CUMIN,200GM,587860,GTIN,,05878604,scanner sends the 8-digit code
ERNFJX4TUWD67WIYKZLKF3XE,MEDJOOL DATES,Regular,444444,GTIN,,04444446,scanner sends the 8-digit code
QCQ2TZUDPZ2P2TLAT4K6SCTC,MEDJOOL DATES,1 LB,562200,GTIN,,05622009,scanner sends the 8-digit code
RXBTWIXRLK5Z732YBRMLCB4C,MEDJOOL DATES,11 LB,653200,GTIN,,06532008,scanner sends the 8-digit code
6AKTXSU5J3EBYS5AGGGF2DYG,METHI ALOO,Regular,600200,GTIN,,06002002,scanner sends the 8-digit code
UUANFTNY4IR7DFW24O2Q3H6O,METHI POWDER,7 OZ,602500,GTIN,,06025003,scanner sends the 8-digit code
WBBPQ3HMMCTRWET2DN43KJF6,METHI SEED (FENUGREEK),14 OZ (400 GM),562700,GTIN,,05627004,scanner sends the 8-digit code
GTHVNJQJ7IYVV2C64MZWMQZO,METHI SEED (FENUGREEK),7 OZ (200 GM),562600,GTIN,,05626005,scanner sends the 8-digit code
J5Q6VDXFA7PKGV2NEFOTSXZ6,MILK CAKE,7 OZ,002580,GTIN,,00025805,scanner sends the 8-digit code
SSGUXWXUQT2PS3V5CPPIKJVK,MINI BHAKARWADI,Regular,128700,GTIN,,01287002,scanner sends the 8-digit code
5EXYDDW5AW5EV2NBPIK62PBI,MINT CHUTNEY,Regular,319000,GTIN,,03190007,scanner sends the 8-digit code
SYTSEAFCBZ3UCGNYU3P7GOY7,MINT RICE,Regular,601200,GTIN,,06012009,scanner sends the 8-digit code
VZOLBLR2EU7KZZ5ACHOQWAXQ,MIX DRY FRUIT,1LB,316200,GTIN,,03162004,scanner sends the 8-digit code
5SGD4C2QGOJG2FIIIPAMG6HX,MIX DRY FRUIT,4Lb,401800,GTIN,,04018005,scanner sends the 8-digit code
B3ZEEN42FE4JGLDMLTF7SOXG,MIX DRY FRUIT,2 LB,216300,GTIN,,02163004,scanner sends the 8-digit code
J4VJLU6U3D7ZCNKLRQLD2M7D,MIX DRY FRUIT,400 GM,201690,GTIN,,02016902,scanner sends the 8-digit code
TMZIXM5ZMLPSOZDR5VSGC6YR,MIX DRY FRUIT,2 LB (2),606100,GTIN,,06061005,scanner sends the 8-digit code
JK3XHX4YPWV5KKZCU6UIDUKG,MIX DRY FRUIT BURFI,7 OZ,546210,GTIN,,05462100,scanner sends the 8-digit code
VIWCAGZDHDDQXAPMWPCHJ6K4,MIX DRY FRUIT BURFI,7 OZ (2),607100,GTIN,,06071002,scanner sends the 8-digit code
PAX6AXDJFVNNGOUAUY5PEEOI,MIX VEG IN SAUCE,Regular,564600,GTIN,,05646009,scanner sends the 8-digit code
Q5Y3EW5I5IOLLMSARUDCNCDC,MIX VEG MAKHANI,Regular,313300,GTIN,,03133002,scanner sends the 8-digit code
VV26A2UWHT2XF4SQIJ4AEJZ2,MIX VEGETABLE,Regular,312700,GTIN,,03127001,scanner sends the 8-digit code
FBSG2PFMKORU5RVB7ZX4BZBU,MOONG CHILKA,2 LB,306500,GTIN,,03065004,scanner sends the 8-digit code
QWTOU2OLNAYZYDRWCK4Y6EEI,MOONG CHILKA,4LB,306400,GTIN,,03064005,scanner sends the 8-digit code
A5JSFNUO5A7VQO4Y6CPJMSKQ,MOONG CHILKA,8LB,407700,GTIN,,04077008,scanner sends the 8-digit code
NJFP7R77CHAZAKR3UO36KKAX,MOONG DAL,Regular,305100,GTIN,,03051001,scanner sends the 8-digit code
IE5G2N27K3J6ORHMOKYNK4AD,MOONG DAL,Regular (2),316700,GTIN,,03167009,scanner sends the 8-digit code
L76O7R7DD3DSPUQ2K5DQTLEC,MOONG DAL,4 LB,305000,GTIN,,03050002,scanner sends the 8-digit code
7YY6ZSZTJLR6JQO5PUDUZ7YA,MOONG DAL,8 LB,304900,GTIN,,03049006,scanner sends the 8-digit code
NM54ZKBAAL46ETD7WLZH2FLS,MOONG DAL,Regular (3),305200,GTIN,,03052000,scanner sends the 8-digit code
HR36OFNSIYOES33TVLGFYTQZ,MOONG DAL,Regular (4),200470,GTIN,,02004703,scanner sends the 8-digit code
5A7M7S4PKRE4FCZB6ZTT3WIR,MOONG DAL BURFI,.50 LB,888800,GTIN,,08888006,scanner sends the 8-digit code
VYGJM6Y7FRVRZ2W4MO4XE3JP,MOONG DAL HALWA,Regular,601300,GTIN,,06013008,scanner sends the 8-digit code
OSCIVF63WWU7RFBERVGACS2V,MOONG DAL KHICHDI,Regular,306300,GTIN,,03063006,scanner sends the 8-digit code
YN2D47L2HAJK262IKTKOCWNH,MOONG DAL LADOO,Regular,089650,GTIN,,00896508,scanner sends the 8-digit code
PMZBG2TXF5ZFLMQSQTTBQORG,MOONG DAL LADOO,14 OZ,603900,GTIN,,06039006,scanner sends the 8-digit code
LMLLOC2JMVFM5WMKXQRZHZU5,MOONG DAL SALAD,Regular,078945,GTIN,,00789455,scanner sends the 8-digit code
NBU5FCEHADT5UML6KT7RKGUE,MOONG DAL SALAD,Regular (2),605800,GTIN,,06058001,scanner sends the 8-digit code
RIHZS6ONBGZIKGI2X7X4Y55G,MOONG WHOLE,4 LB,305300,GTIN,,03053009,scanner sends the 8-digit code
B5U3Z7RR5DINJWY43B7ZK7WW,MOONG WHOLE,8 LB,305400,GTIN,,03054008,scanner sends the 8-digit code
PB34WKUNTR2X3XGCENCEMHA6,MOTH BEANS,Regular,022300,GTIN,,00223005,scanner sends the 8-digit code
L2LQN46GW7YK3SCGWZSZ7JAD,MOTH WHOLE,4LB,308800,GTIN,,03088005,scanner sends the 8-digit code
ITYLWYJAQ3MOXY56OGKJG53S,MOTH WHOLE,2LB,308900,GTIN,,03089004,scanner sends the 8-digit code
ALKZ5EC5N24Q56RHRMBRIOEP,MOTICHOOR LADOO,Regular,195200,GTIN,,01952005,scanner sends the 8-digit code
QMXWYZ5BIQI2VGATUL75B4OC,MOTICHOOR LADOO,1 LB,258910,GTIN,,02589107,scanner sends the 8-digit code
X2UJHYF2DL3DWTA3577EKZCX,MOUNTAIN DEW,12 OZ,124450,GTIN,,01244502,scanner sends the 8-digit code
GDJQTTEOZWJDIUIQZW3D5BYO,MOUNTAIN DEW,20 FL OZ,121310,GTIN,,01213104,scanner sends the 8-digit code
D2KHRGIK4AJ2JEH5R2T4ZQH5,MTR RICE IDLE,Regular,563630,GTIN,,05636303,scanner sends the 8-digit code
AKUJVA52O4NNZPJL6BWJUCPJ,MULLEGATWANY SOUP,Regular,654325,GTIN,,06543259,scanner sends the 8-digit code
U6W3N5NY3XUSGSZIY4BT5U3I,MULLIGATWANY SOUP,Regular,359785,GTIN,,03597859,scanner sends the 8-digit code
NBJCDABZFVLSCR62LJ5P2ZDP,MUSHROOM MASALA,Regular,319300,GTIN,,03193004,scanner sends the 8-digit code
WP4ZRN7NKNFN4BD4MQDBXEFV,MUSHROOM MATTAR,Regular,444400,GTIN,,04444008,scanner sends the 8-digit code
RP37ABVVX5EHMOSLJ2ZZHLXM,MUSTARD OIL,500mL,405300,GTIN,,04053008,scanner sends the 8-digit code
NYVTU42MUQQQBGP7CYBAKJOK,NAN KHATAI,Regular,219200,GTIN,,02192006,scanner sends the 8-digit code
O77ECSV3VLRTYAXEQODZBN4E,NAVRATAN KORMA,Regular,318600,GTIN,,03186004,scanner sends the 8-digit code
DYPZ7UXUYVH35SOTQK6OYSTO,NUTMEG,100GM,304300,GTIN,,03043002,scanner sends the 8-digit code
KX7F5ZTYBFDPOE6T4ZGAEFWI,PAKORA,Regular,312900,GTIN,,03129009,scanner sends the 8-digit code
UC5FHG66HV5KOP7EXM5TWVWC,PALAK ALOO,Regular,311100,GTIN,,03111000,scanner sends the 8-digit code
A7N6TRRGIG6M3J5D5ZLARZ2V,PALAK PANEER,Regular,313500,GTIN,,03135000,scanner sends the 8-digit code
TVTP7BOWCKMBIT4HXPCBUOAT,PALMOLIVE,10 FL OZ,350570,GTIN,,03505706,scanner sends the 8-digit code
Y2IUA5HKQMVB3MXKTETSRJS3,PALMOLIVE,10 FL OZ (2),350590,GTIN,,03505900,scanner sends the 8-digit code
SGTJUYYUWLL26YZU3BVV7VWA,PALMOLIVE,10 FL OZ (3),351630,GTIN,,03516304,scanner sends the 8-digit code
JU76V6UWWBFCKFKFEKZNL2NY,PANCH KATHOL,Regular,556600,GTIN,,05566006,scanner sends the 8-digit code
HNCN2FXI4VLIHK2O46DHWNPM,PANCH PURAN,7OZ,337780,GTIN,,03377806,scanner sends the 8-digit code
37IJTSU5HP2UJO5WTGB26O2E,PANCH PURAN,200gm,202480,GTIN,,02024804,scanner sends the 8-digit code
ECYRAQE7OXVBEMZ6DPG4A5X7,PANEER BHURJI,Regular,301100,GTIN,,03011003,scanner sends the 8-digit code
VEUNQ7U5SWZPOUO2352GFJLD,PANEER KI KHEER,Regular,609100,GTIN,,06091006,scanner sends the 8-digit code
43BAAYODIMOOPGTIPUXAMPTI,PANEER KORMA,Regular,781000,GTIN,,07810006,scanner sends the 8-digit code
ABUJMAXRUCPKYWSLDPL6RIWW,PANEER KORMA,Regular (2),607800,GTIN,,06078005,scanner sends the 8-digit code
FORVCXDLGLMPU45GIFXFGT5K,PANEER TAUBA TAUBA,Regular,402300,GTIN,,04023007,scanner sends the 8-digit code
3RO22JWYZYC624RIFR7XZRBD,PANEER TIKKA,Regular,609200,GTIN,,06092005,scanner sends the 8-digit code
6JY4XZW4XYYO5TUMXNIDKCIK,PANEER TIKKA MASALA,4LB,308100,GTIN,,03081002,scanner sends the 8-digit code
JQ76F7UHEU6V6I66GOGK3EE2,PANEER TIKKA MASALA,Regular,479500,GTIN,,04795003,scanner sends the 8-digit code
WZEJ3O4OKRMBXYHE67CYHCEN,PANIR KORMA,Regular,934556,GTIN,,09345560,scanner sends the 8-digit code
P5DJJX4BHTXB3NCDNJV722ID,PANJIRI,Regular,864000,GTIN,,08640002,scanner sends the 8-digit code
ENPIFKORSEFHDJDVSYVBKMIF,PAPDI,Regular,601400,GTIN,,06014007,scanner sends the 8-digit code
BOIXWNJFGLNLT27TUBLDX2HO,PAPDI,Regular (2),314500,GTIN,,03145007,scanner sends the 8-digit code
E4JQ5FIJZE3MRRRLA4GJNYGD,PAPDI,.50 GM,205060,GTIN,,02050605,scanner sends the 8-digit code
WWTCINVY44HSDRKMUXDV5BMU,PAPDI,Regular (3),610000,GTIN,,06100001,scanner sends the 8-digit code
62ISB75BBOYBJ2MU2EPUQAZV,PARAS AJWAIN COOKIE,340 GM,611300,GTIN,,06113005,scanner sends the 8-digit code
UGB4JL4YUWUJAIIMYE7ZOO4L,PARAS FRUITS KAJU COOKIES,350 GM,611500,GTIN,,06115003,scanner sends the 8-digit code
WFFQD2VGHK7HBG4J3DD4YGVE,PARAS KAJU COOKIES,350 GM,611400,GTIN,,06114004,scanner sends the 8-digit code
VW5R4UU7IECOTXOI7IZVP764,PASTA,Regular,743600,GTIN,,07436006,scanner sends the 8-digit code
5V3GZMZJ5JGJOMPGENM67JPG,PASTA SALAD,Regular,178520,GTIN,,01785203,scanner sends the 8-digit code
W2SR3BIV2IA2QYGDF2UYY3FT,PAV BHAJI,Regular,401200,GTIN,,04012001,scanner sends the 8-digit code
SZQJRRBKNUO4LF6NDSM2IZPZ,PEANUT,2 LB,560100,GTIN,,05601006,scanner sends the 8-digit code
4H44QSQ6FQ667DNK4XE7OZ2P,PEANUT,1.5 LB,560000,GTIN,,05600007,scanner sends the 8-digit code
VLV4G35KZLFYC5OPWZ7LSBEE,PEANUT,1.5LB,567100,GTIN,,05671005,scanner sends the 8-digit code
J3534J4KNMDO6KMYGWDUUDGD,PEANUT,4 LB,560200,GTIN,,05602005,scanner sends the 8-digit code
3WR24CFKXKRCESZ7AVYQPNHU,PEANUT M M,Regular,400320,GTIN,,04003207,scanner sends the 8-digit code
FOBWTHMJQONBS3WB7MW2EVUS,PEANUTS BLANCHED,2LBS,406900,GTIN,,04069009,scanner sends the 8-digit code
VX7SAOHKNPOXPJWIKZYUTFPZ,PEAS PILAF,Regular,314400,GTIN,,03144008,scanner sends the 8-digit code
Y6JGSG62PQ6UFJLPXNCUU2NP,PEELED GARLIC,Regular (3),406800,GTIN,,04068000,scanner sends the 8-digit code
F4AQ6B4G5NEVQPJUKL7VNWAT,PEPRIKA,200G,303800,GTIN,,03038000,scanner sends the 8-digit code
FYZA4BLMRGLOHYWKVQY2TYCL,PEPSI,12 OZ,124430,GTIN,,01244308,scanner sends the 8-digit code
KTRWBQYHUSNGVGGS2747NKX7,PEPSI,20 FL OZ,121290,GTIN,,01212901,scanner sends the 8-digit code
A64HI3LWPEIRBAUKN7H3XXW4,PHENI COOKED,Regular,666670,GTIN,,06666701,scanner sends the 8-digit code
UHZKU27MPB2SZ2KA6XF6TZXH,PHIRNI,Regular,933330,GTIN,,09333301,scanner sends the 8-digit code
7NPYVKRMNJLYRUASFS3MU7UA,PHOOL MAKHAN,.36LB,500800,GTIN,,05008007,scanner sends the 8-digit code
WCMBQTZX4YIDWG2LY7BNQRVT,PHOOL MAKHANA,7 OZ,563600,GTIN,,05636002,scanner sends the 8-digit code
KOJNDXWCCUMNA6ZN2EH4XHKP,PICKLE MASALA,200G,303700,GTIN,,03037001,scanner sends the 8-digit code
WH67IXQCA2UJDGIILDTPUMRX,PISTACHIO KERNEL,100 GM,558100,GTIN,,05581005,scanner sends the 8-digit code
37S76IWC5ZDOPLM3BYORGZ3C,PLAIN PARANTHA,5 PCS (2),561900,GTIN,,05619005,scanner sends the 8-digit code
Z3SAQICCSF7KCEWR43FUGFMJ,POHA,Regular,333380,GTIN,,03333802,scanner sends the 8-digit code
QDIC7ZULDFLJ5WGI5YJLI6IN,POHA,Regular (2),976000,GTIN,,09760002,scanner sends the 8-digit code
GP3Z7DRJKHC53EVIOXKDKDGT,POPPY SEEDS,7 OZ,566400,GTIN,,05664005,scanner sends the 8-digit code
KOOSGT3OUAENI332BSTCQVY7,POPPY SEEDS,3.5 OZ (100 GM),561200,GTIN,,05612002,scanner sends the 8-digit code
JBIS5BB6M3CAXSPOSCT5UVAI,POPPY SEEDS,7 oz (2),166503,GTIN,,01665030,scanner sends the 8-digit code
MT46LHM7UGI6W4ZIXPRQA2CV,POPPY SEEDS,400 G,205230,GTIN,,02052302,scanner sends the 8-digit code
LODH5MVTV6PGUTP2UJK77Z7P,POTATO,Regular,999900,GTIN,,09999008,scanner sends the 8-digit code
SYR6CGSDWF77O5PQNENPG2IS,POTATO POHA,Regular,559900,GTIN,,05599004,scanner sends the 8-digit code
3C2QIH7O2IX5APGHWVQX5VSB,POTATO POHA,Regular (2),334455,GTIN,,03344552,scanner sends the 8-digit code
GWIQWAJX44BLZPBE25XJQPXD,POTATO POHA,Regular (3),605200,GTIN,,06052007,scanner sends the 8-digit code
OFVYDI63ATKUDTEJWNULBSEL,PUJA NUT,.50LB,578990,GTIN,,05789904,scanner sends the 8-digit code
HFYAHBBCDWW5T7FT7XYEOMQO,PUJA NUT 4OZ,Regular,727220,GTIN,,07272208,scanner sends the 8-digit code
6F5WE4A5MPFLERLXWOI5F5YI,PUJA NUT FLAKES,70gm,201490,GTIN,,02014904,scanner sends the 8-digit code
6NORTWA22E5KTRYL3JORMVG4,PUJA NUT WHOLE,Regular,727270,GTIN,,07272703,scanner sends the 8-digit code
3OWKE6OY2CPHQPXVFVT4OXKD,PUJA NUT WHOLE,4OZ,609500,GTIN,,06095002,scanner sends the 8-digit code
2DROOSD6OXGYLF4E7EQTBSB2,PULSE CANDY,3.5 OZ,345780,GTIN,,03457809,scanner sends the 8-digit code
MDCHM553I5ZXINNNDLJEOAQP,PUMPKIN SABJI,Regular,613210,GTIN,,06132107,scanner sends the 8-digit code
DSOOLZTV53JPJK6YLIO452PZ,PUMPKIN SABJI,Regular (2),610100,GTIN,,06101000,scanner sends the 8-digit code
NCYREPVMLNFSLJ6GKVYPTWQD,PUNJABI GUR,1LB,848393,GTIN,,08483932,scanner sends the 8-digit code
TEYK2HJ34IMWHTM4A7YZ4ODC,PUNJABI TINDA,Regular,823800,GTIN,,08238009,scanner sends the 8-digit code
LCB52WRWRSB74PMASXHWSA2A,PUNJABI VADI,Regular,200860,GTIN,,02008602,scanner sends the 8-digit code
5J77HEZ64H2RB5ETN2MA65IP,PUNJABI WADI,14 OZ,601000,GTIN,,06010001,scanner sends the 8-digit code
CISJQAKD4JXF3IHPT4YPW4WX,PUNJIRI LADOO,9 OZ,416780,GTIN,,04167804,scanner sends the 8-digit code
7ONEOO7W3PZMTCHBLCBWR2HD,PUNJIRI LADOO,12 OZ,510650,GTIN,,05106501,scanner sends the 8-digit code
K2C4KTXM7STQSXLINZUJDTTY,PUNJIRI LADOO,14 OZ,609900,GTIN,,06099008,scanner sends the 8-digit code
QABB3DJKWPNOUMAM3QLSO76B,QUINOA SALAD,Regular,987540,GTIN,,09875409,scanner sends the 8-digit code
75NKSUQ2E5GRKBCB4KJVGTYW,QUINOA SALAD,Regular (2),854300,GTIN,,08543002,scanner sends the 8-digit code
4NYM7JOXSAFTWKXK3I5EJLCZ,QUINOA SALAD,Regular (3),556000,GTIN,,05560002,scanner sends the 8-digit code
TOK3Z7KVJWTIBOUSCICEXDRN,QUINOA SALAD,Regular (4),607700,GTIN,,06077006,scanner sends the 8-digit code
GJ6OM3WDLO425CPRPLVWP66X,QUINOA SALAD,Regular (5),607600,GTIN,,06076007,scanner sends the 8-digit code
4L3CV7KMAMXMFJQ3JQXKQV22,QUINOA SLAD,Regular,304050,GTIN,,03040500,scanner sends the 8-digit code
JDC2ZK7R3FC3QLH3XFDMGOLB,QUINOA WHITE 2LB,Regular,252598,GTIN,,02525983,scanner sends the 8-digit code
OVLLPHHDPJO2T7GMNNEINQRW,RADHUNI MUSTARD OIL,500ml,261221,GTIN,,02612218,scanner sends the 8-digit code
QC5HVSFQGIT5B4NN7QZOIW6K,RAISINS,1LB,456770,GTIN,,04567705,scanner sends the 8-digit code
OGDTRC74HKWZMX333T5JBJJ5,RAITA,Regular,605600,GTIN,,06056003,scanner sends the 8-digit code
MP5SHM3XBQXZJIEYLTRIVUIY,RAJBHOG JALEBI,5 OZ,607500,GTIN,,06075008,scanner sends the 8-digit code
EM2ZFUDAUFW7SCG6YNO537BG,RAJMA,Regular,311800,GTIN,,03118003,scanner sends the 8-digit code
G2E5K5ZQOWVHHSE225XZLKYM,RAJMA,Regular (3),100079,GTIN,,01000795,scanner sends the 8-digit code
WSRSALVT6Y3LWJHBYLL6OVS4,RASGULLA,14 OZ,487642,GTIN,,04876421,scanner sends the 8-digit code
6TQQ3BXM6KV4K3VKQ6MTVXF7,RASGULLA,7 OZ,965400,GTIN,,09654004,scanner sends the 8-digit code
XY63VZPDJ5GSJDEUECX3TMOM,RASGULLA,14OZ,608100,GTIN,,06081009,scanner sends the 8-digit code
BYVQBNOHRAUC5SJNPN4OOIDC,RASGULLA GULAB JAMUN,14 OZ,501000,GTIN,,05010002,scanner sends the 8-digit code
F5PAMNEXYEMCQRR43DWTQHUS,RASMALAI,Regular (2),909090,GTIN,,09090907,scanner sends the 8-digit code
XYK26YF72U344FUAS55M34UZ,RASMALAI,10 PCS,232124,GTIN,,02321248,scanner sends the 8-digit code
Z55IABMGUNS2UXKACPAM5HXC,RASMALAI,Regular (4),605100,GTIN,,06051008,scanner sends the 8-digit code
EYO2MIVVRCTNYUGWQOASXOXM,RASMALAI,Regular (5),605900,GTIN,,06059000,scanner sends the 8-digit code
WOYDKJOSYAOENSMZA2JB4PLN,RATNA ALPHONSO MANGO PULP,30 OZ,405000,GTIN,,04050001,scanner sends the 8-digit code
OY75GSYNZE7BSD6IE6AH6W4N,RAVA IDLI,5 PCS,564700,GTIN,,05647008,scanner sends the 8-digit code
ROUC44DUFYNTTEVXS7BYH256,RAW PEANUT,2LB,310500,GTIN,,03105009,scanner sends the 8-digit code
VAZY5QC6OKX3ZOLVJT6OCZS7,RAW PEANUTS,1LB,310400,GTIN,,03104000,scanner sends the 8-digit code
SCHSA3XO5PXQAKVNF7ZTDGPM,RAW PEANUTS,4 LB,566300,GTIN,,05663006,scanner sends the 8-digit code
YYR723ER25NN4B3T54XYGDMR,RED BEANS,Regular,200740,GTIN,,02007409,scanner sends the 8-digit code
WTF6TVNRSAO2FCNZCZITS2QO,RED CHORI,Regular (2),201040,GTIN,,02010403,scanner sends the 8-digit code
EGDHZBCEL75IMC5FR6IWNCWI,RED MUKHWAS,200 gm,254698,GTIN,,02546988,scanner sends the 8-digit code
I2DHQCPSXYTHRVXL6JEKBQOM,RED OUINOA,1lb,128540,GTIN,,01285402,scanner sends the 8-digit code
KKW3DDUH6SCR3CX42P6RV56S,RED QUINOA 2LB,Regular,989878,GTIN,,09898783,scanner sends the 8-digit code
BP4PSHJVOM5JRL2OL2AK5OBF,RED RICE,4 LB,814560,GTIN,,08145604,scanner sends the 8-digit code
77KME3ZAJFJZKMUFZTRJECVW,RED RICE,3 LB,017680,GTIN,,00176806,scanner sends the 8-digit code
KY23X4HKRFS2NJWFIP6VRGLA,RED SPLIT LENTILS,4LB,315600,GTIN,,03156003,scanner sends the 8-digit code
PQWVO7VZ2KBXMNWUMV2JRL75,RED SPLIT LENTILS,2LB,315700,GTIN,,03157002,scanner sends the 8-digit code
7U7S6S2QZBBYPZMFK4ZQUV3T,REENU PANI PURI,200G,203090,GTIN,,02030902,scanner sends the 8-digit code
J6O2XPXBCJMRGMATXXTLHP3U,REWRI SUGAR CANDY,.50 LB,433600,GTIN,,04336002,scanner sends the 8-digit code
QNADUVPJVRSEPVDVZOOMH4YM,RICE FLOUR,2lb,402900,GTIN,,04029001,scanner sends the 8-digit code
3T2WI7VYCKW3GVHRSCWSBZBM,RICE FLOUR,4 LB,345670,GTIN,,03456703,scanner sends the 8-digit code
S5NPDQIFMGQWJYT5AMYMQSYD,RICE NOODLES,Regular,402000,GTIN,,04020000,scanner sends the 8-digit code
LIUJGPUAXLJ3CJKM5NVHA2GZ,RICE PILAF,Regular,313700,GTIN,,03137008,scanner sends the 8-digit code
EXH4FVU4OPDI4WUWZXRA5VBX,ROASTED CHANA,14 OZ,111100,GTIN,,01111002,scanner sends the 8-digit code
REFP5G2PBERY3I3U6KXD7OXQ,ROASTED CHANA,28 OZ,111200,GTIN,,01112001,scanner sends the 8-digit code
NRODUPMAF7KKXMPV66YTE2QF,ROASTED CHANA DAL,14 OZ,563900,GTIN,,05639009,scanner sends the 8-digit code
YRC3YM7DMAE7LKML5ISJWXSS,ROASTED CORN,7 OZ,503000,GTIN,,05030006,scanner sends the 8-digit code
7LYX73X5JRTZTLD5IHKNYUMF,ROASTED CORN,14 OZ,503100,GTIN,,05031005,scanner sends the 8-digit code
GG6UPO4MU4Y2VBAANBMBZHJI,ROASTED KALA CHANA,1LB,406100,GTIN,,04061007,scanner sends the 8-digit code
BPLW25777DRT7RDXVII7YIAI,ROASTED PISTACHO,1 LB,308000,GTIN,,03080003,scanner sends the 8-digit code
OVDLNRU3SULKXXYHZAFZXK7I,ROASTED SALTED CASHEW,28 OZ,561700,GTIN,,05617007,scanner sends the 8-digit code
HATYQP2WLHWEIPP455VNV4ZK,ROASTED SALTED CASHEW,14 OZ,561600,GTIN,,05616008,scanner sends the 8-digit code
5HYRUINXDHO3CMMVY2Y2FUFN,ROASTED SALTED CASHEWS,1LB,407800,GTIN,,04078007,scanner sends the 8-digit code
DDT2747JDOUUYV7JSCCWG5WU,ROASTED SALTED PISTA,2 LB,563400,GTIN,,05634004,scanner sends the 8-digit code
RGGY3XXXNJNRPSX7MHCFXTAB,ROASTED SALTED PISTACHO,1 LB,301500,GTIN,,03015009,scanner sends the 8-digit code
CVGXTXXKICUYJN6TL4WTVF6B,ROASTER CHANA,400 GM,739870,GTIN,,07398708,scanner sends the 8-digit code
